0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,1760,0,0,0,999,
0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,1761,1762,0,0,0,999,
0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,1763,1764,1765,0,0,999,
1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,0,0,999,
0,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,0,999,
0,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,0,999,
0,0,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,999,
0,0,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,999,
0,0,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,999,
0,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,0,999,
0,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,0,999,
1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,0,0,999,
0,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1680,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,0,999,
0,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1681,1682,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,0,999,
0,0,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1683,1684,1685,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,999,
0,0,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1686,1687,1688,1689,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,999,
0,0,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1700,1690,1691,1692,1680,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,999,
0,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1701,1702,1693,1694,1681,1682,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,0,999,
0,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1703,1704,1705,1695,1683,1684,1685,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,0,999,
1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1706,1707,1708,1709,1686,1687,1688,1689,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,0,0,999,
0,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1700,1770,1771,1772,1680,1770,1771,1772,1720,1710,1711,1712,1400,1690,1691,1692,1680,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,0,999,
0,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1701,1702,1773,1774,1681,1682,1773,1774,1721,1722,1713,1714,1401,1402,1693,1694,1681,1682,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,0,999,
0,0,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1703,1704,1705,1775,1683,1684,1685,1775,1723,1724,1725,1715,1403,1404,1405,1695,1683,1684,1685,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,999,
0,0,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1706,1707,1708,1709,1686,1687,1688,1689,1726,1727,1728,1729,1406,1407,1408,1409,1686,1687,1688,1689,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,999,
0,0,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1700,1710,1711,1712,1460,1690,1691,1692,1680,1730,1731,1732,1360,1410,1411,1412,1540,1690,1691,1692,1740,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,999,
0,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1701,1702,1713,1714,1461,1462,1693,1694,1681,1682,1733,1734,1361,1362,1413,1414,1541,1542,1693,1694,1741,1742,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,0,999,
0,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1703,1704,1705,1715,1463,1464,1465,1695,1683,1684,1685,1735,1363,1364,1365,1415,1543,1544,1545,1695,1743,1744,1745,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,0,999,
1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1706,1707,1708,1709,1466,1467,1468,1469,1686,1687,1688,1689,1366,1367,1368,1369,1546,1547,1548,1549,1746,1747,1748,1749,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,0,0,999,
0,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1720,1710,1711,1712,1400,1470,1471,1472,1400,1690,1691,1692,1740,1370,1371,1372,1280,1550,1551,1552,1260,1750,1751,1752,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,0,999,
0,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1721,1722,1713,1714,1401,1402,1473,1474,1401,1402,1693,1694,1741,1742,1373,1374,1281,1282,1553,1554,1261,1262,1753,1754,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,0,999,
0,0,1775,1763,1764,1765,1775,1763,1764,1765,1775,1723,1724,1725,1715,1403,1404,1405,1475,1403,1404,1405,1695,1743,1744,1745,1375,1283,1284,1285,1555,1263,1264,1265,1755,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,999,
0,0,1766,1767,1768,1769,1766,1767,1768,1769,1726,1727,1728,1729,1406,1407,1408,1409,1406,1407,1408,1409,1746,1747,1748,1749,1286,1287,1288,1289,1266,1267,1268,1269,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,999,
0,0,1760,1770,1771,1772,1760,1770,1771,1772,1760,1730,1731,1732,1360,1410,1411,1412,1600,1410,1411,1412,1420,1750,1751,1752,1760,1290,1291,1292,1520,1270,1271,1272,1480,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,1760,1770,1771,1772,999,
0,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1733,1734,1361,1362,1413,1414,1601,1602,1413,1414,1421,1422,1753,1754,1761,1762,1293,1294,1521,1522,1273,1274,1481,1482,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,1761,1762,1773,1774,0,999,
0,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1735,1363,1364,1365,1415,1603,1604,1605,1415,1423,1424,1425,1755,1763,1764,1765,1295,1523,1524,1525,1275,1483,1484,1485,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,1763,1764,1765,1775,0,999,
1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1366,1367,1368,1369,1606,1607,1608,1609,1426,1427,1428,1429,1766,1767,1768,1769,1526,1527,1528,1529,1486,1487,1488,1489,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,1766,1767,1768,1769,0,0,999,
